id,status,startTime,endTime,priceTicketInCake,discountDivisor,rewardsBreakdown1,rewardsBreakdown2,rewardsBreakdown3,rewardsBreakdown4,rewardsBreakdown5,rewardsBreakdown6,treasuryFee,cakePerBracket1,cakePerBracket2,cakePerBracket3,cakePerBracket4,cakePerBracket5,cakePerBracket6,countWinnersPerBracket1,countWinnersPerBracket2,countWinnersPerBracket3,countWinnersPerBracket4,countWinnersPerBracket5,countWinnersPerBracket6,firstTicketId,firstTicketIdNextLottery,amountCollectedInCake,finalNumber
32,3,1626588321,1626631200,380000000000000000,2000,125,375,750,1250,2500,5000,2000,134711644269839778,3490256237900394272,172767683776069516501,575892279253565055006,0,0,855,99,4,2,0,0,1320310,1330072,11517845585071301100133,1905260
33,3,1626631521,1626674400,380000000000000000,2000,125,375,750,1250,2500,5000,2000,141559450015200884,4222164465670774200,41618478304469059971,0,0,0,686,69,14,0,0,0,1330072,1337523,9710978271042780660079,1940329
34,3,1626674721,1626717600,390000000000000000,2000,125,375,750,1250,2500,5000,2000,178233389883604783,5750371999928933279,77122636234340987513,2185141359972994646205,0,0,1226,114,17,1,0,0,1337523,1350660,21851413599729946462053,1646495
35,3,1626717918,1626760800,410000000000000000,2000,125,375,750,1250,2500,5000,2000,198128892187431572,5707462973808398139,334837827796759357544,334837827796759357544,0,0,845,88,3,5,0,0,1350660,1359619,16741891389837967877231,1474783
36,3,1626761119,1626804000,440000000000000000,2000,125,375,750,1250,2500,5000,2000,163743448806408273,4202748519364479007,104018025854270855447,0,0,0,847,99,8,0,0,0,1359619,1368418,13869070113902780726338,1942622
37,3,1626804321,1626847200,440000000000000000,2000,125,375,750,1250,2500,5000,2000,204630974634541677,6374254859865973254,127485097197319465084,1274850971973194650843,0,0,623,60,6,1,0,0,1368418,1375400,12748509719731946508435,1185258
38,3,1626847522,1626890400,410000000000000000,2000,125,375,750,1250,2500,5000,2000,185243105489848372,6332255147295183827,138043162211035007430,2300719370183916790506,4601438740367833581012,0,1242,109,10,1,1,0,1375400,1388666,23007193701839167905061,1611406
39,3,1626890720,1626933600,390000000000000000,2000,125,375,750,1250,2500,5000,2000,173389234989219565,4443360274964698974,105371115092020004245,614664838036783358101,2458659352147133432404,0,709,83,7,2,1,0,1388666,1396683,12293296760735667162024,1288254
40,3,1626933922,1626976800,390000000000000000,2000,125,375,750,1250,2500,5000,2000,97912975579932551,2774200974764755621,62419521932207001486,0,0,0,850,90,8,0,0,0,1396683,1405500,8322602924294266864809,1007731
41,3,1626977117,1627020000,380000000000000000,2000,125,375,750,1250,2500,5000,2000,118149380450286313,3820742464855582414,51962097522035920832,0,0,0,733,68,10,0,0,0,1405500,1413037,8660349587005986805364,1105917
42,3,1627020319,1627063200,380000000000000000,2000,125,375,750,1250,2500,5000,2000,180424147000895109,6428991033950262478,157510280331781430728,2100137071090419076375,0,0,1164,98,8,1,0,0,1413037,1426231,21001370710904190763753,1825330
43,3,1627063525,1627106400,390000000000000000,2000,125,375,750,1250,2500,5000,2000,170543128086726035,5928881688191475691,125988735874068858436,0,0,0,985,85,8,0,0,0,1426231,1437160,16798498116542514458251,1658023
44,3,1627106720,1627149600,360000000000000000,2000,125,375,750,1250,2500,5000,2000,154238175761230219,4749906269871355139,103442403210531734138,1551636048157976012077,0,0,1006,98,9,1,0,0,1437160,1447716,15516360481579760120775,1253509
45,3,1627149920,1627192800,360000000000000000,2000,125,375,750,1250,2500,5000,2000,164535820735580402,4982767219843725434,56726888348990104949,1229082580894785607246,0,0,747,74,13,1,0,0,1447716,1456080,12290825808947856072465,1236097
46,3,1627193119,1627236000,360000000000000000,2000,125,375,750,1250,2500,5000,2000,192395383698858379,6203402558514592610,102117549809394062969,2212546912536871364347,0,0,1150,107,13,1,0,0,1456080,1469451,22125469125368713643479,1444390
47,3,1627236320,1627279200,360000000000000000,2000,125,375,750,1250,2500,5000,2000,150365534374220565,5079174252467661976,88039020376106140930,1760780407522122818608,0,0,1171,104,12,1,0,0,1469451,1481643,17607804075221228186086,1780295
48,3,1627280007,1627322400,330000000000000000,2000,125,375,750,1250,2500,5000,2000,137288022586484251,4182004380326751032,124265273015423459242,724880759256636845582,2899523037026547382330,0,1056,104,7,2,1,0,1481643,1493699,14497615185132736911651,1251220
49,3,1627322722,1627365600,330000000000000000,2000,125,375,750,1250,2500,5000,2000,119862968294898452,4289832549501628823,97808182128637137175,815068184405309476466,0,0,680,57,5,1,0,0,1493699,1500887,8150681844053094764660,1389963
50,3,1627365922,1627408800,350000000000000000,2000,125,375,750,1250,2500,5000,2000,210661005861479824,6578714785457297659,136508331798238926440,606703696881061895293,3640222181286371371759,0,864,83,8,3,1,0,1500887,1510444,18201110906431856858796,1223699
51,3,1627409122,1627452000,350000000000000000,2000,125,375,750,1250,2500,5000,2000,148960162066153445,3938506685029097097,65641778083818284956,984626671257274274351,0,0,661,75,9,1,0,0,1510444,1517846,9846266712572742743518,1670403
52,3,1627452321,1627495200,340000000000000000,2000,125,375,750,1250,2500,5000,2000,140542222275841620,3995085466005071629,54155602983624304307,0,0,0,578,61,9,0,0,0,1517846,1524415,8123340447543645646110,1444249
53,3,1627495520,1627538400,340000000000000000,2000,125,375,750,1250,2500,5000,2000,126517835173014600,3586505588382848674,247468885598416558568,824896285328055195227,0,0,652,69,2,1,0,0,1524415,1532040,8248962853280551952277,1093537
54,3,1627538716,1627581600,340000000000000000,2000,125,375,750,1250,2500,5000,2000,125873977396939949,3997092527529244059,84738361583619974056,353076506598416558568,0,0,561,53,5,2,0,0,1532040,1538301,7061530131968331171365,1200598
55,3,1627581918,1627624800,340000000000000000,2000,125,375,750,1250,2500,5000,2000,114560727783050518,3070966606055321952,34618169013714538379,0,0,0,554,62,11,0,0,0,1538301,1544566,6346664319180998702819,1196344
56,3,1627625119,1627668000,330000000000000000,2000,125,375,750,1250,2500,5000,2000,140160984169813415,4673564619695089940,87719212861969380424,0,0,0,1356,122,13,0,0,0,1544566,1558637,19005829453426699091971,1198533
57,3,1627668323,1627711200,340000000000000000,2000,125,375,750,1250,2500,5000,2000,170333209715692737,4356488363745429499,128516406730490170232,1713552089739868936437,0,0,1006,118,8,1,0,0,1558637,1570065,17135520897398689364379,1288479
58,3,1627711520,1627754400,330000000000000000,2000,125,375,750,1250,2500,5000,2000,148485712939526175,4570997685831550097,47323270159197224536,0,0,0,903,88,17,0,0,0,1570065,1579657,13408259878439213618626,1279022
59,3,1627754721,1627797600,320000000000000000,2000,125,375,750,1250,2500,5000,2000,143734108175381759,4760025660353551766,244347983898148990660,0,0,0,850,77,3,0,0,0,1579657,1588631,12217399194907449533037,1267253
60,3,1627797917,1627840800,300000000000000000,2000,125,375,750,1250,2500,5000,2000,147678561682737582,4320932374054556868,102467824870436634313,2390915913643521467312,0,0,1619,166,14,1,0,0,1588631,1606893,23909159136435214673124,1137467
61,3,1627841120,1627884000,310000000000000000,2000,125,375,750,1250,2500,5000,2000,201132828543431048,5073233869474115185,149298025301666818318,0,0,0,866,103,7,0,0,0,1606893,1616933,17418102951861128803873,1994087
62,3,1627884320,1627927200,310000000000000000,2000,125,375,750,1250,2500,5000,2000,156409005188972765,4914535584095617946,66697268641297672125,0,0,0,995,95,14,0,0,0,1616933,1627971,15562696016302790162710,1092221
63,3,1627927521,1627970400,310000000000000000,2000,125,375,750,1250,2500,5000,2000,145189344629866185,4825895830026802197,40445603146891294611,707798055070597655694,0,0,975,88,21,2,0,0,1627971,1638686,14155961101411953113897,1034352
64,3,1627970718,1628013600,320000000000000000,2000,125,375,750,1250,2500,5000,2000,134980849653766886,3831029508150732090,75769250272314479122,1136538754084717186833,0,0,842,89,9,1,0,0,1638686,1647798,11365387540847171868337,1358638
65,3,1628013920,1628056800,310000000000000000,2000,125,375,750,1250,2500,5000,2000,132794724214937824,4408349451397526125,89636438845083031210,896364388450830312100,0,0,675,61,6,1,0,0,1647798,1654796,8963643884508303121001,1231013
66,3,1628057119,1628100000,310000000000000000,2000,125,375,750,1250,2500,5000,2000,108741732933128167,3979947425352490936,95518738208459782471,397994742535249093630,0,0,732,60,5,2,0,0,1654796,1663237,7959894850704981872600,1760612
67,3,1628100322,1628143200,290000000000000000,2000,125,375,750,1250,2500,5000,2000,108996881175697875,2836989245249150333,134284157608459782471,0,0,0,616,71,3,0,0,0,1663237,1670003,6714207880422989123560,1968825
68,3,1628144302,1628186400,290000000000000000,2000,125,375,750,1250,2500,5000,2000,97412491509087094,3298108641093377326,41556168877776554318,0,0,0,711,63,10,0,0,0,1670003,1677781,6926028146296092386492,1282407
69,3,1628186722,1628229600,280000000000000000,2000,125,375,750,1250,2500,5000,2000,101582066603093502,3093635664730574850,45373323082715097803,0,0,0,670,66,9,0,0,0,1677781,1684853,6805998462407264670543,1899769
70,3,1628229923,1628272800,290000000000000000,2000,125,375,750,1250,2500,5000,2000,147352029635315632,4757722312801292865,80201604701507508297,1871370776368508526937,0,0,1270,118,14,1,0,0,1684853,1698726,18713707763685085269379,1406146
71,3,1628273122,1628316000,280000000000000000,2000,125,375,750,1250,2500,5000,2000,142487981635192048,4371590034498263245,53005529168291441856,0,0,0,992,97,16,0,0,0,1698726,1709272,14134807778211051161626,1970164
72,3,1628316321,1628359200,270000000000000000,2000,125,375,750,1250,2500,5000,2000,145573522212947598,4273973185870023307,152153445416972829757,1267945378474773581313,0,0,871,89,5,1,0,0,1709272,1719723,12679453784747735813137,1190134
73,3,1628359520,1628402400,280000000000000000,2000,125,375,750,1250,2500,5000,2000,141030027376055035,4101623296186933953,73829219331364811159,0,0,0,698,72,8,0,0,0,1719723,1727820,9843895910848641487881,1536579
74,3,1628402720,1628445600,280000000000000000,2000,125,375,750,1250,2500,5000,2000,114271638563034575,3070429244867624687,56495898105564294249,470799150879702452075,0,0,824,92,10,2,0,0,1727820,1736981,9415983017594049041516,1654718
75,3,1628445919,1628488800,290000000000000000,2000,125,375,750,1250,2500,5000,2000,118655970321194209,5062654733704286283,75939821005564294249,0,0,0,640,45,6,0,0,0,1736981,1743763,7593982100556429424909,1088000
76,3,1628489118,1628532000,280000000000000000,2000,250,375,625,1250,2500,5000,2000,262741176867836609,4046919469205939717,55832500084415279437,2009970003038950059743,0,0,1530,149,18,1,0,0,1743763,1761176,20099700030389500597434,1467904
77,3,1628532318,1628575200,270000000000000000,2000,250,375,625,1250,2500,5000,2000,241745541265911792,3696457985635744269,44152137050649167662,794738466911685017922,0,0,1315,129,18,2,0,0,1761176,1775682,15894769338233700358459,1249534
78,3,1628575521,1628618400,270000000000000000,2000,250,375,625,1250,2500,5000,2000,261066132002927353,3828081956002108229,125050677229402202150,0,0,0,958,98,5,0,0,0,1775682,1786872,12505067722940220215074,1009649
79,3,1628618719,1628661600,270000000000000000,2000,250,375,625,1250,2500,5000,2000,301193073691581732,4990221607299160977,137231094200726926881,0,0,0,729,66,4,0,0,0,1786872,1795221,10978487536058154150550,1004482
80,3,1628661918,1628704800,260000000000000000,2000,250,375,625,1250,2500,5000,2000,270173178012041199,4237859277960303388,61802114470254424408,494416915762035395269,0,0,732,70,8,2,0,0,1795221,1803808,9888338315240707905385,1088956
81,3,1628705119,1628748000,250000000000000000,2000,250,375,625,1250,2500,5000,2000,244576929478291060,3898722070751402411,63895722826203539526,0,0,0,627,59,6,0,0,0,1803808,1810816,7667486739144424743231,1165026
82,3,1628748319,1628791200,260000000000000000,2000,250,375,625,1250,2500,5000,2000,222132353377392997,3260219463415891070,35319044187005486601,0,0,0,636,65,10,0,0,0,1810816,1817428,7063808837401097320261,1611651
83,3,1628791518,1628834400,260000000000000000,2000,250,375,625,1250,2500,5000,2000,273846230703511657,3374176771168268637,104974388436346135403,0,0,0,460,56,3,0,0,0,1817428,1822703,6298463306180768124182,1735795
84,3,1628834717,1628877600,250000000000000000,2000,250,375,625,1250,2500,5000,2000,257605384167743146,3591322120456183860,91578714071632688434,366314856286530753738,0,0,1422,153,10,5,0,0,1822703,1838729,18315742814326537686926,1493244
85,3,1628877920,1628920800,250000000000000000,2000,250,375,625,1250,2500,5000,2000,231028720401894160,2987103737027307594,58912323702483010883,471298589619864087071,0,0,1224,142,12,3,0,0,1838729,1851628,14138957688595922612155,1600931
86,3,1628921119,1628964000,240000000000000000,2000,250,375,625,1250,2500,5000,2000,279494736009585886,3475051217719184522,104251536531575535672,0,0,0,746,90,5,0,0,0,1851628,1859818,10425153653157553567293,1278944
87,3,1628964318,1629007200,240000000000000000,2000,250,375,625,1250,2500,5000,2000,348912990731483958,5085919947250689704,80056147317834930539,0,0,0,826,85,9,0,0,0,1859818,1868802,14410106517210287497104,1161351
88,3,1629007520,1629050400,250000000000000000,2000,250,375,625,1250,2500,5000,2000,262382087205946195,4177930157817758653,63365274060236006239,633652740602360062398,0,0,966,91,10,2,0,0,1868802,1879345,12673054812047201247971,1017646
89,3,1629050722,1629093600,250000000000000000,2000,250,375,625,1250,2500,5000,2000,302789211560787079,4924308756435958288,66829904551630862491,0,0,0,618,57,7,0,0,0,1879345,1886441,9356186637228320748782,1730323
90,3,1629093921,1629136800,230000000000000000,2000,250,375,625,1250,2500,5000,2000,256850084008006919,4032960593254753802,59534180186141603743,0,0,0,649,62,7,0,0,0,1886441,1894297,8334785226059824524146,1521286
91,3,1629137120,1629180000,230000000000000000,2000,250,375,625,1250,2500,5000,2000,319051717690686629,4797592495645139691,64767498691209385834,1295349973824187716690,0,0,812,81,10,1,0,0,1894297,1903626,12953499738241877166901,1974320
92,3,1629180319,1629223200,230000000000000000,2000,250,375,625,1250,2500,5000,2000,192605190641540747,2902210031712307172,66508979893407039375,1064143678294512630014,0,0,1105,110,8,1,0,0,1903626,1916273,10641436782945126300140,1971910
93,3,1629223519,1629266400,220000000000000000,2000,250,375,625,1250,2500,5000,2000,226356614715752105,3395349220736281575,135813968829451263001,814883812976707578008,0,0,720,72,3,1,0,0,1916273,1924403,8148838129767075780084,1963096
94,3,1629266722,1629309600,230000000000000000,2000,250,375,625,1250,2500,5000,2000,212442822283272825,3081533189192708712,49047736594650613670,1961909463786024546804,0,0,1847,191,20,1,0,0,1924403,1945437,19619094637860245468049,1463344
95,3,1629309920,1629352800,230000000000000000,2000,250,375,625,1250,2500,5000,2000,297566102042134739,5025366346840993157,71192689913580736404,0,0,0,957,85,10,0,0,0,1945437,1956329,14238537982716147280828,1743046
96,3,1629353120,1629396000,240000000000000000,2000,250,375,625,1250,2500,5000,2000,266589639436921318,4520645044354135279,123564297879013030965,0,0,0,927,82,5,0,0,0,1956329,1966411,12356429787901303096578,1925071
97,3,1629396320,1629439200,230000000000000000,2000,250,375,625,1250,2500,5000,2000,268932105420047864,3129273090737158883,59687986730727289820,0,0,0,799,103,9,0,0,0,1966411,1975655,10743837611530912167603,1504854
98,3,1629439520,1629482400,230000000000000000,2000,250,375,625,1250,2500,5000,2000,235507376875226762,2737773256174511110,94909472880716385173,474547364403581925866,0,0,806,104,5,2,0,0,1975655,1984314,9490947288071638517321,1183946
99,3,1629482718,1629525600,210000000000000000,2000,250,375,625,1250,2500,5000,2000,204711352156315321,3167177062646992761,73900798128429831103,739007981284298311039,0,0,722,70,5,1,0,0,1984314,1992490,7390079812842983110392,1009016
100,3,1629525918,1629568800,210000000000000000,2000,250,375,625,1250,2500,5000,2000,244944474847138960,4022099615387679515,68066301183483807177,884861915385289493311,3539447661541157973246,0,1445,132,13,2,1,0,1992490,2008288,17697238307705789866234,1455836
101,3,1629569120,1629612000,210000000000000000,2000,250,375,625,1250,2500,5000,2000,210685910223624642,3186314559911405628,90278912530823159464,902789125308231594649,0,0,857,85,5,1,0,0,2008288,2017716,9027891253082315946493,1094319
102,3,1629612320,1629655200,210000000000000000,2000,250,375,625,1250,2500,5000,2000,203607868900409376,3303146119315102877,71568165918493895678,0,0,0,703,65,5,0,0,0,2017716,2026095,7156816591849389567895,1265329
103,3,1629655520,1629698400,220000000000000000,2000,250,375,625,1250,2500,5000,2000,202396233571705396,4223921396279069150,35981552634969848319,0,0,0,640,46,9,0,0,0,2026095,2032834,6476679474294572697526,1684089
104,3,1629698717,1629741600,200000000000000000,2000,250,375,625,1250,2500,5000,2000,169994663890580846,3102402616003100444,44320037371472863487,620480523200620088826,0,0,730,60,7,1,0,0,2032834,2041277,6204805232006200888267,1047088
105,3,1629741918,1629784800,200000000000000000,2000,250,375,625,1250,2500,5000,2000,140942482793064155,2441167846501743999,65097809240046506661,260391236960186026647,0,0,739,64,4,2,0,0,2041277,2048790,5207824739203720532959,1928168
106,3,1629785121,1629828000,200000000000000000,2000,250,375,625,1250,2500,5000,2000,253017705867066298,3519657015543654399,98550396435222323197,492751982176111615988,0,0,779,84,5,2,0,0,2048790,2057554,9855039643522232319774,1854339
107,3,1629828319,1629871200,210000000000000000,2000,250,375,625,1250,2500,5000,2000,241461027323965339,3036455110731509339,73887074361133393918,738870743611333939186,0,0,612,73,5,1,0,0,2057554,2064675,7388707436113339391863,1648324
108,3,1629871520,1629914400,200000000000000000,2000,250,375,625,1250,2500,5000,2000,167313971197448089,2661030291912354544,37697929135425022719,603166866166800363511,0,0,721,68,8,1,0,0,2064675,2072780,6031668661668003635117,1915918
109,3,1629914721,1629957600,190000000000000000,2000,250,375,625,1250,2500,5000,2000,161245492769512510,2976460167551511539,60769395087510027263,486155160700080218106,0,0,603,49,4,1,0,0,2072780,2079407,4861551607000802181069,1740688
110,3,1629957919,1630000800,200000000000000000,2000,250,375,625,1250,2500,5000,2000,143137514332196585,2341513677849329042,51708427052506016358,0,0,0,578,53,4,0,0,0,2079407,2085579,4136674164200481308640,1539216
111,3,1630001123,1630044000,200000000000000000,2000,250,375,625,1250,2500,5000,2000,186239623281389064,3453898468127579014,0,379928831494033691604,0,0,408,33,0,1,0,0,2085579,2090135,3799288314940336916048,1041421
112,3,1630044318,1630087200,200000000000000000,2000,250,375,625,1250,2500,5000,2000,263398814736093985,3866318316304808140,64438638605080135681,902140940471121899543,0,0,685,70,7,1,0,0,2090135,2098009,9021409404711218995430,1796765
113,3,1630087519,1630130400,190000000000000000,2000,250,375,625,1250,2500,5000,2000,192438320638509969,2827261628558930711,68796699628267313972,687966996282673139725,0,0,715,73,5,1,0,0,2098009,2105853,6879669962826731397258,1066401
114,3,1630130719,1630173600,190000000000000000,2000,250,375,625,1250,2500,5000,2000,229929870846071493,3949866709891442442,50271030853163812901,0,0,0,962,84,11,0,0,0,2105853,2116177,11059626787696038838354,1618052
115,3,1630173920,1630216800,190000000000000000,2000,250,375,625,1250,2500,5000,2000,235554582763134597,2971707025701229637,58815034883670169917,0,1882081116277445437369,0,799,95,8,0,1,0,2116177,2125094,9410405581387227186846,1226127
116,3,1630217118,1630260000,200000000000000000,2000,250,375,625,1250,2500,5000,2000,194069415187791898,2709836907658947173,51185808255780113278,0,0,0,633,68,6,0,0,0,2125094,2132358,6142296990693613593422,1095504
117,3,1630260319,1630303200,200000000000000000,2000,250,375,625,1250,2500,5000,2000,195247043861923439,2767626846742764757,92254228224758825256,0,0,0,567,60,3,0,0,0,2132358,2138625,5535253693485529515394,1710193
118,3,1630303521,1630346400,200000000000000000,2000,250,375,625,1250,2500,5000,2000,171470054811052704,2727260785572346893,131817604635996766519,0,0,0,615,58,2,0,0,0,2138625,2145733,5272704185439870660774,1137944
119,3,1630346718,1630389600,210000000000000000,2000,250,375,625,1250,2500,5000,2000,249642760747541938,3319468584314971707,88519162248399245521,0,0,0,851,96,6,0,0,0,2145733,2155061,10622299469807909462540,1949842
120,3,1630389917,1630432800,220000000000000000,2000,250,375,625,1250,2500,5000,2000,244016948323202546,3655438100867974983,51446906604808536798,926044318886553662377,0,0,759,76,9,1,0,0,2155061,2163480,9260443188865536623778,1453892
121,3,1630433120,1630476000,210000000000000000,2000,250,375,625,1250,2500,5000,2000,363141532933113102,5956116454091469823,100923084360994349785,0,0,0,667,61,6,0,0,0,2163480,2171001,12110770123319321974266,1014383
122,3,1630476321,1630519200,220000000000000000,2000,250,375,625,1250,2500,5000,2000,268174526070557652,4033066249216957941,51757683531617626909,1035153670632352538198,0,0,772,77,10,1,0,0,2171001,2179623,10351536706323525381985,1143029
123,3,1630519519,1630562400,210000000000000000,2000,250,375,625,1250,2500,5000,2000,238871072005963601,3430258850203286130,129587556563235253819,0,0,0,651,68,3,0,0,0,2179623,2187174,7775253393794115229191,1548178
124,3,1630562723,1630605600,210000000000000000,2000,250,375,625,1250,2500,5000,2000,237231489442583973,3670244870318438588,79521972190232836085,636175777521862688681,0,0,1609,156,12,3,0,0,2187174,2204885,19085273325655880660433,1614457
